workId,userId,similarity
49.0,154403.0,1.0
49.0,54424.0,1.0
94.0,9884.0,0.5
94.0,17287.0,0.5
94.0,18117.0,0.5
94.0,5594.0,0.5
94.0,17612.0,0.5
94.0,70116.0,0.5
192.0,254467.0,0.5
192.0,31445.0,0.5
206.0,41576.0,0.5
206.0,197502.0,0.5
206.0,22493.0,0.5
206.0,172464.0,0.5
348.0,93944.0,1.0
348.0,15177.0,1.0
570.0,66013.0,1.0
570.0,90149.0,1.0
570.0,205439.0,1.0
570.0,50929.0,1.0
724.0,20394.0,0.5
724.0,29043.0,0.5
745.0,20861.0,0.5
775.0,33424.0,0.5
775.0,39300.0,0.5
843.0,20861.0,0.3333333333333333
843.0,103329.0,0.3333333333333333
843.0,205578.0,0.3333333333333333
843.0,2862.0,0.3333333333333333
1007.0,3461.0,0.5
1189.0,52979.0,1.0
1189.0,29043.0,1.0
1189.0,30026.0,1.0
1189.0,16929.0,1.0
1189.0,83.0,1.0
1189.0,98444.0,1.0
1200.0,44465.0,0.5
1323.0,39589.0,0.5
1323.0,142981.0,0.5
1380.0,80818.0,0.5
1380.0,296778.0,0.5
1701.0,42842.0,1.0
1701.0,4881.0,1.0
1849.0,118937.0,0.5
1849.0,5604.0,0.5
2204.0,134429.0,0.5
2715.0,3717.0,0.5
2715.0,55041.0,0.5
2715.0,11277.0,0.5
2715.0,7641.0,0.5
2776.0,220.0,1.0
2776.0,226.0,1.0
2776.0,855.0,1.0
2806.0,456.0,0.5
2806.0,19717.0,0.5
2829.0,44791.0,1.0
2829.0,19699.0,1.0
3425.0,21438.0,0.2
3482.0,3294.0,0.5
3558.0,2407.0,1.0
3558.0,10785.0,1.0
3558.0,6870.0,1.0
3558.0,10563.0,1.0
3678.0,49742.0,0.3333333333333333
3678.0,172761.0,0.3333333333333333
3678.0,33336.0,0.3333333333333333
3678.0,138397.0,0.3333333333333333
3851.0,9287.0,1.0
3851.0,99.0,1.0
3851.0,22201.0,1.0
3851.0,82764.0,1.0
3851.0,1324.0,1.0
3851.0,2983.0,1.0
3851.0,6505.0,1.0
3851.0,44705.0,1.0
3853.0,83763.0,0.5
3853.0,143243.0,0.5
3956.0,115557.0,1.0
3956.0,61852.0,1.0
4200.0,9948.0,0.5
4200.0,23218.0,0.5
4614.0,50388.0,0.3333333333333333
4614.0,92482.0,0.3333333333333333
5225.0,14623.0,1.0
5225.0,171292.0,1.0
5225.0,1539.0,1.0
5225.0,12611.0,1.0
5341.0,218782.0,0.5
5427.0,337605.0,0.3333333333333333
5427.0,40209.0,0.3333333333333333
5427.0,40485.0,0.3333333333333333
5427.0,326802.0,0.3333333333333333
5427.0,20265.0,0.3333333333333333
5427.0,42841.0,0.3333333333333333
5490.0,119077.0,0.5
5490.0,183659.0,0.5
5490.0,433.0,0.5
5490.0,170785.0,0.5
5490.0,37438.0,0.5
5490.0,20299.0,0.5
5490.0,12611.0,0.5
5490.0,4949.0,0.5
5597.0,5520.0,1.0
5597.0,90.0,1.0
5705.0,2592.0,0.5
5705.0,31260.0,0.5
6045.0,83050.0,1.0
6045.0,126884.0,0.5
6394.0,61413.0,0.25
6394.0,14420.0,0.25
6394.0,33496.0,0.25
6417.0,30884.0,0.3333333333333333
6417.0,106516.0,0.3333333333333333
6587.0,43028.0,1.0
6587.0,16929.0,1.0
6587.0,1921.0,1.0
6587.0,55400.0,1.0
7038.0,274663.0,0.3333333333333333
7038.0,47826.0,0.3333333333333333
7126.0,106379.0,1.0
7126.0,337946.0,1.0
7157.0,329037.0,0.5
7157.0,87405.0,0.5
7455.0,43376.0,0.3333333333333333
7455.0,11806.0,0.3333333333333333
7455.0,8865.0,0.3333333333333333
7455.0,273557.0,0.3333333333333333
7455.0,1373.0,0.3333333333333333
7455.0,10562.0,0.3333333333333333
7456.0,12691.0,1.0
7456.0,78254.0,1.0
7547.0,22072.0,0.25
7547.0,89005.0,0.25
7581.0,211876.0,0.3333333333333333
7581.0,193356.0,0.3333333333333333
7686.0,5520.0,1.0
7686.0,90.0,1.0
7720.0,81284.0,0.3333333333333333
7720.0,177.0,0.3333333333333333
7720.0,81973.0,0.3333333333333333
7720.0,6718.0,0.3333333333333333
7720.0,41788.0,0.3333333333333333
7720.0,23218.0,0.3333333333333333
7720.0,87.0,0.3333333333333333
7720.0,22201.0,0.3333333333333333
7720.0,37122.0,0.3333333333333333
7720.0,42004.0,0.3333333333333333
8090.0,2238.0,1.0
8090.0,36039.0,1.0
8119.0,19058.0,1.0
8119.0,53206.0,1.0
8236.0,60767.0,0.3333333333333333
8236.0,50388.0,0.3333333333333333
8236.0,8139.0,0.3333333333333333
8236.0,5991.0,0.3333333333333333
8236.0,1894.0,0.3333333333333333
8236.0,255048.0,0.3333333333333333
8236.0,11978.0,0.3333333333333333
8236.0,90149.0,0.3333333333333333
8283.0,6311.0,0.5
8283.0,442.0,0.5
8364.0,310847.0,0.5
8364.0,22031.0,0.5
8560.0,206787.0,1.0
8560.0,171713.0,1.0
8565.0,363426.0,0.3333333333333333
8565.0,105648.0,0.3333333333333333
8588.0,110397.0,0.5
8588.0,10126.0,0.5
8677.0,94708.0,0.5
8677.0,169850.0,0.5
8805.0,14623.0,1.0
8805.0,171292.0,1.0
8805.0,1539.0,1.0
8805.0,12611.0,1.0
9007.0,44874.0,0.3333333333333333
9007.0,27235.0,0.3333333333333333
9043.0,156807.0,0.5
9043.0,114861.0,0.5
9099.0,11161.0,1.0
9099.0,61659.0,1.0
9099.0,18930.0,1.0
9099.0,13181.0,1.0
9175.0,44874.0,0.5
9175.0,74200.0,0.5
9175.0,4219.0,0.5
9175.0,82764.0,0.5
9236.0,9287.0,1.0
9236.0,99.0,1.0
9354.0,12038.0,1.0
9354.0,34302.0,1.0
9354.0,82572.0,1.0
9354.0,97732.0,1.0
9371.0,174952.0,0.3333333333333333
9371.0,111213.0,0.3333333333333333
9432.0,80407.0,1.0
9432.0,227933.0,1.0
9445.0,76551.0,0.5
9445.0,438.0,0.5
9572.0,4926.0,1.0
9572.0,44767.0,1.0
9584.0,59315.0,0.25
9584.0,36696.0,0.25
9584.0,128453.0,0.25
9584.0,174182.0,0.25
9813.0,13915.0,0.5
9936.0,9200.0,0.5
9936.0,517.0,0.5
9960.0,32821.0,1.0
9960.0,18117.0,1.0
10277.0,41576.0,0.5
10277.0,11110.0,0.5
10277.0,20407.0,0.5
10424.0,43498.0,0.5
10424.0,362410.0,0.5
10424.0,205395.0,0.5
10424.0,11828.0,0.5
10723.0,104546.0,0.2
10723.0,36217.0,0.2
10723.0,1203.0,0.2
10723.0,22519.0,0.2
10736.0,54323.0,1.0
10736.0,354568.0,1.0
10791.0,45969.0,0.5
10791.0,5148.0,0.5
10791.0,28374.0,0.5
10791.0,126.0,0.5
10791.0,98444.0,0.5
10791.0,1554.0,0.5
10927.0,215053.0,0.3333333333333333
10927.0,284291.0,0.3333333333333333
11157.0,90856.0,1.0
11157.0,19314.0,1.0
11157.0,213.0,1.0
11157.0,20756.0,1.0
11222.0,221605.0,0.25
11222.0,263351.0,0.25
11669.0,78254.0,1.0
11669.0,131624.0,1.0
11785.0,12061.0,1.0
11785.0,1696.0,1.0
11785.0,13597.0,1.0
11785.0,19295.0,1.0
11915.0,515.0,0.5
11915.0,2862.0,0.5
12070.0,46151.0,0.5
12070.0,56971.0,0.5
12165.0,95476.0,0.6666666666666666
12165.0,153740.0,0.3333333333333333
12322.0,106590.0,0.5
12322.0,23405.0,0.5
12401.0,25441.0,1.0
12401.0,1996.0,1.0
12435.0,69718.0,0.6666666666666666
12435.0,65618.0,0.3333333333333333
12626.0,123310.0,0.3333333333333333
12626.0,53206.0,0.3333333333333333
12626.0,111213.0,0.3333333333333333
12626.0,80278.0,0.3333333333333333
12672.0,58625.0,0.5
12672.0,122484.0,0.5
12683.0,47732.0,0.5
12808.0,85048.0,0.5
12808.0,119499.0,0.5
12808.0,305740.0,0.5
12808.0,16929.0,0.5
13265.0,85631.0,0.5
13265.0,25362.0,0.5
13265.0,65618.0,0.5
13265.0,43245.0,0.5
13381.0,115851.0,0.5
13381.0,31508.0,0.5
13381.0,25056.0,0.5
13381.0,21568.0,0.5
13470.0,26983.0,0.5
13570.0,289442.0,1.0
13570.0,98935.0,1.0
13570.0,154513.0,1.0
13570.0,47.0,1.0
13623.0,25086.0,0.3333333333333333
13623.0,48988.0,0.3333333333333333
13623.0,19733.0,0.3333333333333333
13623.0,14230.0,0.3333333333333333
13778.0,22069.0,1.0
13778.0,22235.0,1.0
13778.0,1204.0,1.0
13798.0,20791.0,0.5
13798.0,1512.0,0.5
13798.0,36383.0,0.5
13798.0,36884.0,0.5
13961.0,123441.0,0.5
13961.0,168969.0,0.5
14200.0,19138.0,1.0
14200.0,32008.0,1.0
14293.0,146583.0,1.0
14293.0,226.0,1.0
14335.0,21054.0,1.0
14335.0,28988.0,1.0
14474.0,27827.0,0.3333333333333333
14474.0,8478.0,0.3333333333333333
14610.0,131576.0,0.3333333333333333
14610.0,40156.0,0.3333333333333333
14610.0,219687.0,0.3333333333333333
14610.0,206800.0,0.3333333333333333
15004.0,15396.0,1.0
15004.0,5939.0,1.0
15094.0,20394.0,0.5
15094.0,39089.0,0.5
15094.0,8310.0,0.5
15094.0,21777.0,0.5
15159.0,156471.0,1.0
15159.0,20011.0,1.0
15379.0,48149.0,0.5
15379.0,85135.0,0.5
15730.0,54323.0,1.0
15730.0,354568.0,1.0
15730.0,13740.0,1.0
15730.0,115084.0,1.0
15842.0,172761.0,0.5
15842.0,4250.0,0.5
15842.0,44470.0,0.5
15842.0,10502.0,0.5
15930.0,312654.0,1.0
15930.0,130142.0,1.0
15956.0,90856.0,1.0
15956.0,19314.0,1.0
16135.0,70.0,0.5
16135.0,20394.0,0.5
16211.0,123.0,1.0
16211.0,14641.0,1.0
16211.0,28988.0,1.0
16211.0,6415.0,1.0
16211.0,126524.0,1.0
16211.0,7167.0,1.0
16211.0,10563.0,1.0
16211.0,20011.0,1.0
16308.0,39756.0,0.5
16308.0,33612.0,0.5
16354.0,329037.0,0.3333333333333333
16354.0,5149.0,0.3333333333333333
16528.0,14809.0,1.0
16528.0,49408.0,1.0
